customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0002-ORFBO,Female,0,No,No,52,No,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.3,1112.22,No
9959-WOFKT,Female,0,No,No,73,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.7,7610.03,No
0002-ORFBO,Female,0,No,No,10,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.2,914.8,No
0002-ORFBO,Female,0,No,No,25,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.59,1862.9,No
0002-ORFBO,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.93,307.5,No
1680-VDCWW,Female,0,No,No,28,No,No,DSL,No,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),30.32,471.91,No
0002-ORFBO,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,225.02,No
0002-ORFBO,Female,0,No,No,65,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.9,3505.1,No
0002-ORFBO,Female,0,No,No,66,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.93,2970.3,No
0002-ORFBO,Female,0,No,No,30,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1503.99,No
0002-ORFBO,Female,0,No,No,60,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.47,4930.51,No
0002-ORFBO,Female,0,Yes,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.8,0.0,No
0002-ORFBO,Male,0,No,No,85,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.25,6702.09,No
8773-HHUOZ,Female,0,No,No,26,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,64.48,1405.64,No
0002-ORFBO,Female,1,No,No,76,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),96.54,7044.09,No
0002-ORFBO,Female,1,No,No,10,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.28,438.06,No
0002-ORFBO,Female,0,No,No,28,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.15,1874.45,No
0002-ORFBO,Female,0,No,No,15,No,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2,376.5,No
0002-ORFBO,Female,1,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.18,272.04,No
6234-RAAPL,Female,0,No,Yes,81,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),109.15,7365.72,No
0002-ORFBO,Female,0,No,No,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.71,388.13,No
0002-ORFBO,Female,0,No,No,57,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,3548.3,No
0002-ORFBO,Female,0,No,No,36,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),107.15,3513.61,No
8168-UQWWF,Female,0,No,No,11,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.2,1311.95,No
0002-ORFBO,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),51.19,475.7,No
0002-ORFBO,Female,0,No,No,87,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.2,5274.65,No
0002-ORFBO,Female,0,No,No,17,No,No,DSL,No,No internet service,No,No,No internet service,No,One year,No,Mailed check,29.44,664.06,No
0002-ORFBO,Female,0,No,No,80,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.49,5135.67,No
0002-ORFBO,Female,0,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.11,981.45,No
0002-ORFBO,Female,0,No,No,49,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.48,3913.33,No
0002-ORFBO,Female,0,No,No,4,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No
0002-ORFBO,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.06,533.49,No
0002-ORFBO,Female,0,No,No,61,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.71,4580.81,No
0002-ORFBO,Female,0,No,Yes,72,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.12,4591.85,No
0002-ORFBO,Female,1,No,No,55,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.4,4167.94,No
0002-ORFBO,Female,0,No,No,30,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.75,1430.38,No
0002-ORFBO,Female,1,No,No,25,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.68,1906.83,No
0002-ORFBO,Female,1,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.65,984.18,No
0002-ORFBO,Female,1,No,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.8,4636.84,No
0002-ORFBO,Male,1,No,No,19,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.62,2010.73,Yes
8769-KKTPH,Female,0,No,Yes,69,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.96,6311.2,No
5067-XJQFU,Female,1,No,No,66,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,110.14,7218.95,No
0002-ORFBO,Female,0,No,Yes,38,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.95,894.3,No
0002-ORFBO,Female,0,No,No,79,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),115.22,7853.7,No
0002-ORFBO,Female,0,No,No,47,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),110.68,4707.1,No
0002-ORFBO,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.98,5570.6,No
0002-ORFBO,Female,0,No,No,83,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),42.1,3179.96,No
0002-ORFBO,Female,0,Yes,No,31,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.0,1015.39,No
5698-BQJOH,Female,0,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,96.82,1109.89,No
0002-ORFBO,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,80.93,622.56,No
0002-ORFBO,Female,0,No,No,57,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.25,3650.35,No
0002-ORFBO,Female,0,No,No,38,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.12,2589.33,No
0002-ORFBO,Female,0,No,No,58,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.54,1212.95,No
0002-ORFBO,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.76,940.98,No
0002-ORFBO,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.48,442.68,No
0002-ORFBO,Female,0,No,Yes,56,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),23.58,1090.65,No
0002-ORFBO,Female,1,No,No,79,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),119.79,7403.95,No
0002-ORFBO,Female,0,No,No,62,No,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),31.49,1424.6,No
0002-ORFBO,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.5,134.68,No
0002-ORFBO,Female,1,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),116.55,6270.27,No
6416-JNVRK,Female,0,No,No,46,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.38,2768.61,No
0002-ORFBO,Female,0,Yes,No,8,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.1,847.48,No
0002-ORFBO,Male,1,No,No,37,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.71,2349.05,No
0002-ORFBO,Female,0,No,No,45,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.92,1424.47,No
0002-ORFBO,Female,0,No,No,15,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.6,79.35,No
0002-ORFBO,Female,0,No,No,27,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,612.93,No
0002-ORFBO,Female,0,No,No,7,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.73,523.92,No
9919-YLNNG,Female,0,No,No,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),106.5,4385.01,No
0318-ZOPWS,Female,0,No,No,64,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.31,973.35,No
0002-ORFBO,Male,0,No,No,15,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.3,1288.52,No
0002-ORFBO,Female,0,No,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.09,2439.96,No
0002-ORFBO,Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.95,1367.94,No
0002-ORFBO,Female,0,No,No,45,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),27.68,1149.52,No
0002-ORFBO,Female,0,No,No,29,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.68,1269.73,No
0002-ORFBO,Female,0,No,No,34,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.62,2785.55,No
0002-ORFBO,Female,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.32,100.55,No
7233-PAHHL,Female,0,No,Yes,74,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.47,5939.36,No
0002-ORFBO,Female,0,No,No,69,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),120.98,7375.98,No
0002-ORFBO,Male,0,No,No,72,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.9,7441.22,No
0002-ORFBO,Female,0,No,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.05,1330.51,No
0002-ORFBO,Female,0,No,No,82,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.83,4837.81,No
0002-ORFBO,Female,0,No,No,12,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.16,126.04,No
0002-ORFBO,Female,0,No,No,65,No,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.82,1107.2,No
0002-ORFBO,Female,1,No,No,32,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.5,2713.05,No
0002-ORFBO,Female,0,No,No,1,No,No,No,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,20.2,No
0002-ORFBO,Female,0,No,No,12,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.29,19.45,No
0002-ORFBO,Female,0,No,No,39,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.0,3997.41,No
0002-ORFBO,Female,1,Yes,No,66,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.4,3214.58,No
3192-NQECA,Female,0,No,No,68,No,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),114.05,7796.28,No
0002-ORFBO,Female,0,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),33.07,462.22,No
0002-ORFBO,Female,0,Yes,No,87,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.37,7533.02,No
9750-BOOHV,Female,0,No,No,38,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),36.0,1335.05,No
0002-ORFBO,Female,0,No,No,42,No,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,94.35,4311.65,No
0002-ORFBO,Female,0,No,No,88,No,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.54,1599.23,No
0002-ORFBO,Female,0,No,No,63,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.95,5565.49,No
0002-ORFBO,Female,0,No,No,59,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.22,3369.34,No
0002-ORFBO,Female,0,No,No,60,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.65,4263.46,No
0002-ORFBO,Female,1,No,No,47,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.48,2848.43,No
0002-ORFBO,Female,0,Yes,No,68,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),62.63,3791.98,No
0002-ORFBO,Female,0,No,Yes,14,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,99.0,358.19,No
0002-ORFBO,Female,0,No,No,41,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.05,1235.07,No
5299-RULOA,Female,0,No,No,10,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.78,1319.51,No
0002-ORFBO,Female,0,No,No,58,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),19.57,877.14,No
0002-ORFBO,Female,0,No,No,27,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.82,2489.33,No
0002-ORFBO,Female,0,No,No,71,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),106.57,5919.56,No
0002-ORFBO,Female,0,No,No,19,No,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,20.7,170.21,No
0002-ORFBO,Male,0,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.3,568.06,No
6497-TILVL,Female,0,Yes,No,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.96,356.98,No
0002-ORFBO,Female,0,No,No,4,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),26.59,184.79,No
4622-YNKIJ,Female,0,No,No,33,No,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),88.09,3105.04,No
0002-ORFBO,Female,1,No,No,32,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.86,2405.4,Yes
0002-ORFBO,Male,0,No,No,77,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),23.55,2060.72,No
0002-ORFBO,Female,0,No,No,17,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No
0002-ORFBO,Female,1,No,No,77,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55.98,4338.88,No
0002-ORFBO,Female,0,No,No,27,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.84,1510.02,No
0002-ORFBO,Female,0,No,Yes,25,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.85,1710.88,No
0002-ORFBO,Female,0,No,No,67,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.96,3336.28,No
0002-ORFBO,Female,0,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.83,443.28,Yes
0002-ORFBO,Female,0,No,No,11,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.86,295.3,No
7799-LGRDP,Female,0,No,No,43,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),34.7,1221.67,No
0002-ORFBO,Female,0,No,No,30,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,2174.69,No
0002-ORFBO,Female,0,Yes,No,64,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.27,1277.75,No
0002-ORFBO,Female,0,No,No,58,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.62,1553.4,No
0002-ORFBO,Female,1,No,No,11,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.95,141.35,No
0002-ORFBO,Female,1,No,Yes,72,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.21,6718.35,No
0002-ORFBO,Female,0,No,No,18,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.15,616.11,No
1095-WGNGG,Female,0,No,No,61,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.05,6205.64,No
0002-ORFBO,Male,0,No,No,63,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),84.3,5350.41,No
0002-ORFBO,Male,1,Yes,No,79,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer (automatic),26.27,2124.43,No
0002-ORFBO,Female,0,No,No,65,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.86,6416.7,No
0002-ORFBO,Female,0,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.6,72.49,No
0002-ORFBO,Female,0,No,No,14,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.81,74.14,No
0002-ORFBO,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.5,1929.95,No
0002-ORFBO,Female,0,No,No,17,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.5,1071.4,No
0002-ORFBO,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.87,564.35,No
0002-ORFBO,Female,0,No,No,9,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.18,979.27,No
0002-ORFBO,Female,0,No,No,69,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),113.05,8019.4,No
9073-ZZIAY,Female,0,No,No,62,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.21,5430.99,No
0002-ORFBO,Female,0,No,No,6,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.76,273.6,No
0002-ORFBO,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.63,1152.8,No
0002-ORFBO,Female,0,No,No,34,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.94,2095.31,No
0002-ORFBO,Female,0,Yes,No,28,No,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.35,419.9,No
0002-ORFBO,Female,0,No,No,31,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.76,1026.49,No
0002-ORFBO,Male,0,No,No,17,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.72,251.6,No
0002-ORFBO,Female,0,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.07,782.13,No
0002-ORFBO,Female,0,No,No,24,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.28,1592.35,No
0002-ORFBO,Female,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,370.28,No
4648-YPBTM,Male,0,No,No,53,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.96,3958.25,No
2907-ILJBN,Female,0,No,No,11,No,No,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,31.28,233.9,No
0002-ORFBO,Female,0,No,No,78,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),21.35,1363.45,No
0002-ORFBO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.58,273.0,No
0002-ORFBO,Male,0,No,No,77,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.28,6366.09,No
0002-ORFBO,Female,1,No,No,67,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.57,2841.61,No
0002-ORFBO,Female,0,No,No,21,No,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.35,534.24,No
0002-ORFBO,Female,0,No,No,56,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.92,3555.01,No
0002-ORFBO,Female,0,Yes,No,2,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,111.51,436.29,No
0002-ORFBO,Female,0,No,No,22,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.84,1181.75,No
0002-ORFBO,Female,0,No,No,58,No,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),104.23,4984.1,No
0002-ORFBO,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),20.98,737.84,No
0002-ORFBO,Female,0,Yes,No,37,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),30.37,1131.59,No
0002-ORFBO,Female,1,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.82,1270.19,No
2070-FNEXE,Female,1,No,No,11,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.77,658.16,No
0002-ORFBO,Female,0,No,No,21,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),113.91,1633.37,No
3712-PKXZA,Female,0,No,No,73,No,No,DSL,No,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),20.32,1459.48,No
6317-YPKDH,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.91,247.89,No
0002-ORFBO,Female,0,No,No,16,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.52,200.85,No
0002-ORFBO,Female,0,No,No,11,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.11,1072.2,No
0002-ORFBO,Female,0,Yes,No,44,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.75,2533.18,No
0002-ORFBO,Female,0,No,No,27,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.84,1215.42,No
0002-ORFBO,Female,0,No,No,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.53,320.91,No
0002-ORFBO,Female,0,No,No,21,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.92,1023.85,No
0002-ORFBO,Female,0,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.88,82.15,No
0002-ORFBO,Female,0,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.43,513.01,No
0002-ORFBO,Female,0,No,No,40,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.59,2673.48,No
